track_id,description
track_1235160,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1390276,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1393231,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1235137,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235072,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1328471,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_0473525,"A modern ballet music based on ""The Red Shoes"",a story by Hans Christian Andersen. Screenplay and Directing by Xuan Hoang"
track_1094734,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_0239541,"Farmertan is a rock/indie/alternative/powerpop band from Connecticut, USA consisting of- Paul:Vocals/Guitars -Mike:Guitars-Matt:Bass-James:Drums They have performed with notable indie acts Apples in Stereo, Archers of Loaf, Luna, The Velvet Crush, the Lilys and Mike Watt, to name a few. Their indie work ethic and DIY production has garnered them Guided By Voices comparisons, and has brought them recognition well beyond their expectations. Farmertan would like to thank Europe(the continent-not the 80's band) for the overwhelming"
track_1035187,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1164340,"Guitarist and vocalist with Canal Blues back in the 90s, Raul has been pursuing a solo career since the early 2Ks. Without losing ground on his blues-rock origins, the emphasis is now on Americana and bluegrass music but with an eye on surf and rockabilly at the same time, not to forget the frequent excursions into Cinematic and Experimental territory. Quite a mess, don’t you think"
track_1277811,"Hypotenbuse MusicWorks is a music production studio located in San Diego, California. In 2011 Pablo Samonta enters the music production industry by making it's first steps creating music for important media channels and music libraries. Pablo Samonta, founder of Hypotenuse MusicWorks, has a degree in Music Composition from UCA, a vast experience in creating music and great knowledge in audio multimedia implementation. This facts makes us able to adapt to any kind of project, regardless the style or music orientation. Music we produce is cuurently being used in CBS, Fox Sports, Walt Disney Theme Parks and many more"
track_0785408,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1261212,"Welcome!! Here you will find different tracks: trailers; music for your video, film, advertising blocks; jingles; music for media and background! Are bound to be some sounds and effects! Collection will be updated! If you want to contact me, please write"
track_1341600,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_1086158,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1293578,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_1162611,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_0490833,"Nova deViator is a musician, sound & media artist, engineer and dj. His sound goes from elektrofunk breakbeats to noise, drone and experiments"
track_1185787,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0387426,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397784,"Author and Composer specializing in composing of classical music music intended for piano, harpsichord, guitar. The music, he creates represents both strictly classical style ( from Baroque music to music of the 21st century ) and pop-classical style. Here you'll find music for solo instruments and music for the orchestra"
track_1195932,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0975388,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_1195924,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0961959,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1221569,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1185772,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1171565,"Hi everyone! My name is Roman Lobashkov and I am an author and composer. Nice to meet you! I believe that learning and development is life. I'm interested in music, so every time I try to create high-quality material. That's for sure, my latest works sound much better than the first ones:) Hope you enjoy listening to my music. All the best! Sincerely yours Roman Ram Lobashkov"
track_1348246,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1235101,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397090,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1306104,"Welcome!! Here you will find different tracks: trailers; music for your video, film, advertising blocks; jingles; music for media and background! Are bound to be some sounds and effects! Collection will be updated! If you want to contact me, please write"
track_1235156,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397086,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1348084,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1177389,"Julian Rhine is closer akin to El-P than Eminem. Like that other Brooklyn rapper, Julian Rhine aka White Rhino sometimes impresses with sheer wordplay, but more often he wins us over by confidently spitting minimalist phrases of personal meaning, doing so within the friendly confines of radio-worthy hooks sung either by females or capably by himself. channel Media"
track_1235140,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1352574,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1235117,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1185780,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1306908,"You are welcome!! Here you will find different tracks: trailers; music for your video, film, advertising; jingles; music for background! Are bound to be some sounds and effects! Collection will be constantly updated"
track_0041968,"Music mixing electronica, traditional music (especially Celtic) and classical music. The name is a reference to the night (noz in Breton), in an electronica version. See also the album Ta Prohm by the same author (aka Ksyz). Web site : eNoz"
track_0781636,"CYNICISM is crawling through the coils of your brain like a hybrid bastard of Death, Thrash and Doom Metal. One simple recipe for this musical insanity: no compromises! Where others stick to their old-fashioned concepts of music, CYNICISM provides you with the emotional variety you always searched for. No boundaries - no comparison - just CYNICISM"
track_1165983,"Yet another amateur that makes (lovely?) noise. All my songs are from personal work, free, open to downloads and licensed CC-BY to enable the creation of derivative works, reuse, mix, remastering, etc. Be free, share, reuse and broadcast! If you like, you can me a beer"
track_1373263,"Composer, multi-instrumentalist and producer I created in 2014 Addict Sound, a specialized project for audiovisual production. To date, I have many clients all over the world who appreciate my work and use my music in various projects: advertising, television program, , documentary, film I also compose music made to measure. for various projects and I am open to any serious proposals to personalize your video. For more information contact me by email"
track_0387437,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1364772,"In 1993 I recorded my first album on cassette tape with The Camel's Band. After multiplying the master copy, we distributed the recording to everyone in our school. Over the years, fantastic new technologies have changed the world. I became a musician, DJ, composer, arranger, sound producer and mix engineer. Today I continue to compose, record and distribute my music as Soundatelier. I am Alexey Komoltsev, my friends call me Camel"
track_1235126,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235130,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1393236,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1285604,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_1221574,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0239527,"Farmertan is a rock/indie/alternative/powerpop band from Connecticut, USA consisting of- Paul:Vocals/Guitars -Mike:Guitars-Matt:Bass-James:Drums They have performed with notable indie acts Apples in Stereo, Archers of Loaf, Luna, The Velvet Crush, the Lilys and Mike Watt, to name a few. Their indie work ethic and DIY production has garnered them Guided By Voices comparisons, and has brought them recognition well beyond their expectations. Farmertan would like to thank Europe(the continent-not the 80's band) for the overwhelming"
track_1384029,"Legend Steppe - a music project designed to combine the classic '70s electronics, orchestral, militaristic marches and contemporary dance trends of the XXI century. Are you welcome"
track_1235110,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1125407,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1235147,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1160627,"Yet another amateur that makes (lovely?) noise. All my songs are from personal work, free, open to downloads and licensed CC-BY to enable the creation of derivative works, reuse, mix, remastering, etc. Be free, share, reuse and broadcast! If you like, you can me a beer"
track_1397081,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1348083,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1351467,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1395696,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1408376,"Michał Riske specializes in scores for various forms of demanding media, such as films, games, trailer music productions and commercial music"
track_1235151,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397078,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1164367,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_1235106,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1214620,"Venezuelan Musician since 2010 who trascends from typical beats and immerses the listener to complex sounds merging latin percussion, hip hop, rock, smooth guitars, samples, lots of synths and world music. Keeping the natural sounds in surreal pleasant places for people like you and me. First Album Release is out! Through The Gaps (2014) Mixed and mastered by myself. All production was made independently. For more information about the album or for donations visit: quadofficialcom"
track_1362281,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_0387440,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1195923,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1151547,"Serge Ozeryan is a Ukrainian musician who writes intense Rock instrumentals with bone-crunching lead guitar work. As lead guitarist for the band Death Valley Screamers, he's been gaining quite a reputation as being one of Ukraine's most formidable and exciting players. Many of Serge's tracks have an edgy cinematic quality making them suitable for everything from Film and TV scores to action-packed Video Games and Commercial campaigns. He also brings us tracks in the Soft Rock, Blues, Folk, Dance, Alternative Rock, and Pop genres"
track_0387417,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1347474,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1149474,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1094729,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_0781641,"CYNICISM is crawling through the coils of your brain like a hybrid bastard of Death, Thrash and Doom Metal. One simple recipe for this musical insanity: no compromises! Where others stick to their old-fashioned concepts of music, CYNICISM provides you with the emotional variety you always searched for. No boundaries - no comparison - just CYNICISM"
track_1078620,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1349344,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1349345,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1418434,"Triskaidekaphobia liquid propellant of rampant riffing guitars in a sea of doom and darkness. Heavy,heady and sometimes just plainly reaking of atmosphere . Heads will melt like wax from a blow torch"
track_0781640,"CYNICISM is crawling through the coils of your brain like a hybrid bastard of Death, Thrash and Doom Metal. One simple recipe for this musical insanity: no compromises! Where others stick to their old-fashioned concepts of music, CYNICISM provides you with the emotional variety you always searched for. No boundaries - no comparison - just CYNICISM"
track_1406191,"Hardcore Scm writes music in various styles. I don't always know where an idea will take me but I enjoy finding out. Main influences for the tunes I write are uk and dutch hardcore/gabber, drum and bass, trance, hardstyle, trip hop, techno, downbeat, ambient, big beat, jazz, classical, metal and film scores"
track_1195922,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1407554,"Hello. I am a retired rock musician still interested in writing and recording. The songs uploaded on this site are mainly acoustic guitar orientated. I believe the songs would be appropriate for film and television. The styles vary from children’s, country, instrumental, drama, renaissance and new age. Thanks for listening"
track_1406200,"Hardcore Scm writes music in various styles. I don't always know where an idea will take me but I enjoy finding out. Main influences for the tunes I write are uk and dutch hardcore/gabber, drum and bass, trance, hardstyle, trip hop, techno, downbeat, ambient, big beat, jazz, classical, metal and film scores"
track_0017169,Two young Bretons who decided to publish the original soundtracks of their short films using Creative Commons licences. One of them then became eNoz. Contact : realrice (at) enoz.fr Web page : realrice.free.fr
track_1352134,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1341574,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_1235107,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1148032,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_1395697,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1351466,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1408377,"Michał Riske specializes in scores for various forms of demanding media, such as films, games, trailer music productions and commercial music"
track_1235150,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397080,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1374047,"Hello! My friends tell me: ""Your music is very soundtrack music!"". Ok. Let it be) Music in different genres for film, games, trailers, promos, podcasts, backgrounds and other projects. I'm a music creator Sergei Chetvertnykh. It's my favourite spend time - making the music. I use a DAW to create instrumental tracks in various genres. But the best of my music is a piano music, to my opinion. I'm happy, when my tracks sounds in films and videos. It means for me - I'm useful man"
track_1235146,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235111,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1350304,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1355556,"Alexey Anisimov - composer, arranger and producer, creates original and modern music.Combining and mixing different styles, directions and tools, he gets a high-quality music product,which makes him the original author"
track_0965793,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
